Price	Brand	Screen Size	Screen Type	CPU Brand	CPU Type	CPU Gen	Ram	Capacity	Storage Type	GPU	OS	Weight
20490.0	dell	14	fhd	intel	5	8	4	1000	hdd	mx130	win10	1.6
16390.0	dell	15	fhd	intel	5	10	4	1000	hdd	mx230	win10	2.2
13490.0	dell	15	hd	intel	5	8	4	1000	hdd	uhd 620	free dos	2.2
19390.0	dell	15	fhd	intel	5	10	8	512	ssd	uhd	win10	1.8
17990.0	dell	15	fhd	intel	5	10	4	128	ssd	mx230	win10	1.8
21890.0	dell	15	fhd	intel	5	8	8	256	ssd	mx130	win10	1.95
15690.0	dell	15	fhd	intel	5	8	4	1000	hdd	radeon 520	win10	2.3
23990.0	dell	13	fhd	intel	7	8	8	1000	hdd	uhd 620	win10	1.7
17490.0	dell	15	fhd	intel	5	8	4	1000	hdd	radeon 530	free dos	2.2
34990.0	dell	15	fhd	intel	7	9	8	256	ssd	gtx 1650	win10	2.7
14490.0	dell	14	hd	intel	5	8	4	1000	hdd	uhd 620	win10	1.7
18490.0	dell	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.6
44990.0	dell	15	fhd	intel	7	9	16	512	ssd	rtx 2060	win10	2.7
13290.0	dell	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	2.1
11990.0	dell	14	hd	intel	3	8	4	1000	hdd	uhd 620	win10	2.0
16390.0	dell	15	fhd	intel	5	10	4	1000	hdd	mx230	win10	2.2
11790.0	dell	14	hd	intel	3	7	4	1000	hdd	hd 620	win10	1.7
21990.0	dell	15	fhd	intel	7	8	8	2000	hdd	radeon 520	win10	2.3
14490.0	dell	14	hd	intel	5	8	4	1000	hdd	radeon r5 520	free dos	2.3
10489.6	dell	14	hd	intel	3	7	4	1000	hdd	hd 620	free dos	2.0
23990.0	dell	14	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.6
22990.0	dell	15	fhd	intel	7	10	8	512	ssd	mx230	win10	2.2
20990.0	dell	15	fhd	intel	7	8	8	1000	hdd	radeon r5 520	win10	2.3
10490.0	dell	15	hd	intel	3	7	4	1000	hdd	hd 620	free dos	2.2
18000.0	dell	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.9
21690.0	dell	15	fhd	intel	5	8	8	2000	hdd	mx130	win10	1.95
15390.0	dell	14	hd	intel	5	8	4	1000	hdd	radeon r5 520	free dos	2.0
17190.0	dell	15	fhd	intel	5	8	4	1000	hdd	radeon 520	win10	2.3
23990.0	dell	15	fhd	intel	5	7	4	1000	hdd	gtx 1050	win10	2.7
10990.0	dell	14	hd	intel	3	8	4	1000	hdd	uhd 620	free dos	2.0
19290.0	dell	15	fhd	intel	5	8	4	1000	hdd	mx130	win10	1.9
24990.0	dell	15	fhd	intel	7	8	8	1000	hdd	radeon 530	win10	2.1
33390.0	dell	15	fhd	intel	7	8	8	1000	hdd	gtx 1050 ti	win10	2.7
10490.0	dell	14	hd	intel	3	7	4	1000	hdd	hd 620	free dos	1.9
17890.0	dell	15	fhd	intel	5	8	4	1000	hdd	radeon 530	win10	2.0
25990.0	dell	15	fhd	intel	5	8	8	1000	hdd	gtx 1050 ti	free dos	2.8
27990.0	dell	14	fhd	intel	7	8	8	256	ssd	mx130	win10	2.0
24590.0	dell	14	fhd	intel	7	8	8	1000	hdd	radeon 530	win10	1.7
18000.0	dell	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.9
10490.0	dell	15	hd	intel	3	8	4	1000	hdd	uhd 620	free dos	2.3
21990.0	dell	15	fhd	intel	7	8	8	2000	hdd	radeon 520	win10	2.3
22990.0	dell	15	fhd	intel	7	10	8	512	ssd	mx230	win10	2.2
15990.0	dell	15	fhd	intel	5	8	4	1000	hdd	radeon r5 520	free dos	2.3
14790.0	dell	15	fhd	intel	5	8	4	1000	hdd	radeon 520	free dos	2.1
14590.0	dell	15	hd	intel	5	8	4	1000	hdd	uhd 620	win10	2.2
18990.0	dell	15	fhd	intel	7	8	8	1000	hdd	radeon r5 520	free dos	2.3
25690.0	dell	14	fhd	intel	7	8	8	1000	hdd	radeon 530	win10	1.7
24490.0	dell	14	fhd	intel	5	8	8	256	ssd	mx150	win10	1.6
22990.0	dell	15	fhd	intel	7	8	8	256	ssd	radeon 530	free dos	2.1
18490.0	dell	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.6
26990.0	dell	15	fhd	intel	7	8	8	256	ssd	mx130	win10	1.6
18790.0	dell	15	fhd	intel	7	8	8	1000	hdd	radeon 520	free dos	2.2
14490.0	dell	14	hd	intel	5	8	4	1000	hdd	uhd 620	win10	1.8
15690.0	dell	15	fhd	intel	5	8	4	1000	hdd	radeon 520	win10	2.3
15490.0	hp	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.6
13090.0	hp	14	fhd	intel	3	8	4	500	hdd	uhd 620	win10	1.4
13290.0	hp	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.8
13390.0	hp	14	hd	intel	3	8	4	500	hdd	uhd 620	free dos	1.6
26890.0	hp	13	fhd	amd	7	3	8	256	ssd	radeon vega 10	win10	1.3
22490.0	hp	13	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.2
15490.0	hp	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.6
17290.0	hp	14	fhd	intel	5	8	4	256	ssd	uhd 620	free dos	1.6
13290.0	hp	14	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.6
16490.0	hp	15	hd	intel	5	8	4	500	hdd	uhd 620	free dos	2.0
13890.0	hp	14	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.6
16290.0	hp	15	fhd	intel	5	8	4	256	ssd	uhd 620	win10	1.63
12990.0	hp	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.8
16989.5	hp	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.6
15490.0	hp	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.9
9590.0	hp	14	hd	amd	3	3	4	1000	hdd	radeon vega 3	win10	1.5
13290.0	hp	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.8
12390.0	hp	13	hd	intel	3	8	4	500	hdd	uhd 620	free dos	1.6
17690.0	hp	15	hd	intel	5	8	8	1000	hdd	uhd 620	free dos	1.9
13290.0	hp	14	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.6
16490.0	hp	15	fhd	intel	5	8	4	1000	hdd	mx130	win10	1.9
15490.0	hp	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.8
17590.0	hp	15	fhd	intel	5	8	4	256	ssd	uhd 620	free dos	1.9
27490.0	hp	13	fhd	intel	7	8	8	256	ssd	uhd 620	win10	1.3
27490.0	hp	15	fhd	intel	7	9	8	1000	hdd	gtx 1650	win10	2.2
14390.0	hp	15	hd	intel	5	8	4	1000	hdd	uhd 620	win10	1.8
18990.0	hp	15	fhd	intel	5	8	4	256	ssd	mx250	free dos	1.9
17290.0	hp	13	hd	intel	5	8	4	256	ssd	uhd 620	free dos	1.4
16000.0	hp	14	fhd	amd	5	2	4	1000	hdd	radeon vega 8	free dos	1.5
18090.0	hp	13	hd	intel	5	8	4	256	ssd	uhd 620	win10	1.5
16490.0	hp	15	fhd	intel	5	8	4	1000	hdd	mx130	win10	1.8
28990.0	hp	15	fhd	intel	7	9	8	512	ssd	gtx 1650	win10	2.2
15490.0	hp	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.6
21490.0	hp	13	fhd	intel	5	8	8	128	ssd	uhd 620	win10	1.3
14690.0	hp	15	hd	intel	5	8	4	1000	hdd	uhd 620	win10	1.7
16790.0	hp	13	hd	intel	5	8	4	1000	hdd	uhd 620	free dos	1.5
16390.0	hp	14	hd	intel	5	8	4	500	hdd	uhd 620	free dos	1.6
13490.0	hp	14	hd	intel	3	8	4	1000	hdd	uhd 620	win10	1.6
13290.0	hp	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.8
23790.0	hp	15	fhd	intel	5	9	8	1000	hdd	gtx 1650	win10	2.2
13090.0	hp	14	fhd	intel	3	8	4	500	hdd	uhd 620	win10	1.6
22990.0	hp	14	fhd	intel	7	8	8	256	ssd	uhd 620	free dos	1.6
25190.0	hp	15	fhd	intel	5	9	8	256	ssd	gtx 1650	win10	2.2
15390.0	hp	15	hd	intel	5	8	4	1000	hdd	mx110	win10	1.8
24690.0	hp	15	fhd	intel	7	8	8	256	ssd	mx250	free dos	1.9
17290.0	hp	13	hd	intel	5	8	4	1000	hdd	uhd 620	win10	1.5
12990.0	hp	11	hd	intel	3	8	4	500	hdd	uhd 620	win10	1.4
22990.0	hp	13	fhd	intel	7	8	8	256	ssd	uhd 620	free dos	1.4
11490.0	hp	15	hd	intel	3	7	4	500	hdd	hd 620	win10	2.0
12590.0	hp	14	hd	intel	3	7	4	500	hdd	hd 620	free dos	1.6
21490.0	hp	13	fhd	intel	5	8	8	128	ssd	uhd 620	win10	1.3
13590.0	hp	13	hd	intel	3	8	4	500	hdd	uhd 620	free dos	1.4
9990.0	hp	15	hd	intel	3	7	4	500	hdd	hd 620	win10	1.8
12990.0	hp	14	hd	intel	3	8	4	500	hdd	uhd 620	free dos	1.63
14390.0	hp	14	hd	intel	5	8	4	1000	hdd	uhd 620	win10	1.5
17399.0	hp	14	fhd	amd	5	2	8	256	ssd	radeon vega 8	free dos	1.5
13290.0	hp	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.8
9990.0	hp	14	hd	intel	3	7	4	500	hdd	hd 620	free dos	1.5
12990.0	hp	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.8
25790.0	hp	15	fhd	intel	5	8	8	1000	hdd	gtx 1050	win10	2.2
27490.0	hp	13	fhd	intel	7	8	8	256	ssd	uhd 620	win10	1.3
26890.0	hp	13	fhd	amd	7	2	8	256	ssd	radeon vega 10	win10	1.3
22890.0	hp	13	fhd	amd	5	2	8	256	ssd	radeon vega 8	win10	1.3
15490.0	hp	14	fhd	intel	5	7	4	500	hdd	hd 620	win10	1.6
16690.0	hp	14	fhd	intel	5	8	4	500	hdd	uhd 620	win10	1.8
22490.0	hp	13	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.3
28790.0	hp	13	fhd	intel	7	8	8	256	ssd	mx250	win10	1.3
21490.0	hp	15	fhd	intel	7	8	8	256	ssd	mx250	win10	1.7
53990.0	hp	15	fhd	intel	7	9	16	256	ssd	quadro t2000	free dos	2.6
6990.0	hp	14	hd	intel	1	3	4	500	hdd	hd 405	win10	1.6
22190.0	hp	15	fhd	intel	5	7	8	1000	hdd	gtx 1050	win10	2.3
14990.0	hp	15	hd	intel	5	8	4	1000	hdd	mx110	win10	1.8
15390.0	hp	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.6
15390.0	hp	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.6
13590.0	hp	14	hd	intel	5	8	4	1000	hdd	uhd 620	free dos	1.6
13990.0	hp	15	fhd	intel	5	8	4	1000	hdd	uhd 620	free dos	1.8
16990.0	hp	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.63
18590.0	hp	14	fhd	intel	7	8	8	1000	hdd	uhd 620	free dos	1.5
17500.0	hp	15	hd	intel	5	8	8	1000	hdd	uhd 620	free dos	2.1
12990.0	hp	14	fhd	intel	3	7	4	1000	hdd	hd 620	win10	1.5
12990.0	hp	14	fhd	intel	3	7	4	1000	hdd	hd 620	win10	1.5
14990.0	hp	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.6
13290.0	hp	14	hd	intel	3	7	4	1000	hdd	hd 620	win10	1.7
23190.0	hp	15	fhd	intel	5	7	8	1000	hdd	gtx 1050	win10	2.3
7390.0	hp	15	hd	intel	1	5	4	500	hdd	uhd 605	win10	1.8
13490.0	hp	14	hd	intel	3	8	4	1000	hdd	uhd 620	win10	1.7
10390.0	hp	14	hd	intel	3	7	4	500	hdd	hd 620	win10	1.6
28690.0	hp	15	fhd	intel	7	8	8	1000	hdd	gtx 1050	win10	2.2
12990.0	hp	14	hd	intel	5	8	4	1000	hdd	uhd 620	free dos	1.9
12990.0	hp	14	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.6
15390.0	hp	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.9
15390.0	hp	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.9
16980.0	hp	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.7
18390.0	hp	15	hd	intel	7	8	8	1000	hdd	mx130	win10	1.8
22290.0	hp	14	fhd	intel	7	8	8	1000	hdd	uhd 620	free dos	1.6
27790.0	hp	14	fhd	amd	5	2	8	256	ssd	radeon vega 8	win10	1.6
34790.0	hp	14	fhd	amd	7	2	8	512	ssd	radeon vega 10	win10	1.6
20690.0	hp	15	fhd	intel	7	8	8	1000	hdd	mx250	win10	1.9
13190.0	hp	15	hd	intel	3	8	4	500	hdd	uhd 620	free dos	1.9
18590.0	hp	15	fhd	intel	5	8	4	500	hdd	mx130	free dos	2.0
16999.0	hp	15	fhd	amd	5	2	8	1000	hdd	radeon vega 8	free dos	2.0
11690.0	hp	15	hd	intel	3	7	4	1000	hdd	hd 620	win10	2.1
15990.0	hp	15	fhd	intel	7	7	4	1000	hdd	radeon 530	win10	1.9
44990.0	hp	15	fhd	intel	7	8	16	512	ssd	gtx 1050	free dos	2.6
49990.0	hp	13	fhd	intel	7	8	16	512	ssd	uhd 620	win10	1.3
21990.0	hp	13	fhd	intel	7	8	4	256	ssd	uhd 620	free dos	1.4
16490.0	hp	13	hd	intel	5	8	4	500	hdd	uhd 620	free dos	1.4
22390.0	hp	13	fhd	intel	7	8	8	1000	hdd	uhd 620	free dos	1.4
15190.0	hp	15	fhd	intel	5	8	4	1000	hdd	mx110	free dos	1.8
21399.0	hp	15	fhd	amd	7	2	8	256	ssd	radeon vega 10	free dos	2.0
51990.0	hp	14	fhd	intel	7	8	16	512	ssd	uhd 620	win10 pro	1.4
34990.0	hp	13	fhd	intel	5	8	8	256	ssd	uhd 620	win10 pro	1.5
10290.0	lenovo	15	hd	intel	3	8	4	1000	hdd	uhd 620	free dos	2.2
14299.0	lenovo	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.8
20500.0	lenovo	15	fhd	intel	7	9	8	1000	hdd	gtx 1050	free dos	2.2
12990.0	lenovo	14	fhd	intel	3	8	8	1000	hdd	uhd 620	win10	1.6
12590.0	lenovo	15	hd	intel	5	8	4	500	hdd	radeon r7 m530	free dos	1.9
17500.0	lenovo	15	fhd	intel	5	9	8	1000	hdd	gtx 1050	free dos	2.2
16490.0	lenovo	14	hd	intel	5	8	4	1000	hdd	uhd 620	free dos	1.8
12290.0	lenovo	15	fhd	intel	3	8	4	1000	hdd	uhd 620	win10	1.8
23000.0	lenovo	15	fhd	intel	5	8	8	1000	hdd	gtx 1050	free dos	2.3
10990.0	lenovo	15	hd	intel	5	8	4	1000	hdd	uhd 620	free dos	2.1
12690.0	lenovo	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.7
14990.0	lenovo	14	fhd	intel	3	8	8	512	ssd	uhd 620	win10	1.5
18490.0	lenovo	13	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.3
15490.0	lenovo	14	hd	intel	5	8	4	1000	hdd	uhd 620	free dos	1.7
13490.0	lenovo	14	hd	intel	5	8	4	1000	hdd	uhd 620	free dos	1.5
19789.0	lenovo	13	fhd	intel	5	8	4	256	ssd	uhd 620	free dos	1.5
9990.0	lenovo	14	hd	intel	3	7	4	500	hdd	hd 620	free dos	1.5
16990.0	lenovo	15	hd	intel	5	8	4	1000	hdd	uhd 620	free dos	2.1
7699.0	lenovo	15	fhd	intel	1	5	4	256	ssd	uhd 610	win10	1.9
24790.0	lenovo	14	fhd	intel	5	10	8	512	ssd	iris plus	win10	1.5
12790.0	lenovo	14	hd	intel	3	7	4	1000	hdd	hd 620	win10	1.8
11990.0	lenovo	15	hd	intel	3	7	4	2000	hdd	radeon 530	win10	2.2
20590.0	lenovo	15	fhd	intel	5	8	8	1000	hdd	radeon 530	free dos	2.1
11990.0	lenovo	14	fhd	intel	5	8	4	1000	hdd	uhd 620	free dos	1.7
13490.0	lenovo	14	hd	intel	3	7	4	1000	hdd	hd 620	win10	1.7
12490.0	lenovo	15	hd	intel	5	8	4	1000	hdd	uhd 620	win10	2.2
18490.0	lenovo	15	fhd	intel	5	8	4	1000	hdd	radeon rx 550x	free dos	2.1
18890.0	lenovo	14	fhd	intel	5	8	8	256	ssd	uhd 620	free dos	1.6
10990.0	lenovo	14	hd	intel	3	7	4	1000	hdd	hd 620	free dos	1.5
6290.0	lenovo	15	fhd	intel	1	4	4	500	hdd	uhd 620	free dos	1.9
29990.0	lenovo	14	fhd	intel	5	8	8	256	ssd	uhd 620	free dos	1.4
25000.0	lenovo	15	fhd	intel	7	8	8	1000	hdd	gtx 1050	free dos	2.3
25390.0	lenovo	13	fhd	intel	7	8	8	256	ssd	uhd 620	free dos	1.5
23990.0	lenovo	13	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.1
35490.0	lenovo	14	fhd	intel	7	8	8	256	ssd	uhd 620	free dos	1.4
13990.0	lenovo	15	hd	intel	5	8	4	1000	hdd	uhd 620	free dos	1.8
21490.0	lenovo	14	fhd	intel	7	8	8	256	ssd	uhd 620	free dos	1.6
8290.0	lenovo	14	hd	intel	9	9	4	500	hdd	radeon r5	win10	2.1
23990.0	lenovo	13	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.1
17490.0	lenovo	14	hd	intel	5	8	4	1000	hdd	uhd 620	win10	1.7
29990.0	lenovo	13	fhd	intel	5	8	8	256	ssd	uhd 620	free dos	1.3
14490.0	lenovo	14	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	1.5
12800.0	lenovo	15	hd	intel	5	8	4	1000	hdd	uhd 620	win10	2.2
7290.0	lenovo	14	hd	amd	4	9	4	500	hdd	radeon r3	win10	2.1
15990.0	lenovo	15	hd	intel	5	8	4	1000	hdd	uhd 620	free dos	2.1
11290.0	lenovo	15	hd	intel	3	8	4	1000	hdd	uhd 620	free dos	1.8
24990.0	lenovo	13	fhd	intel	7	8	8	256	ssd	uhd 620	free dos	1.5
12790.0	lenovo	15	fhd	intel	5	8	4	1000	hdd	uhd 620	win10	2.2
16490.0	lenovo	14	hd	intel	5	7	4	500	hdd	hd 620	win10	1.9
12490.0	lenovo	14	hd	intel	3	7	4	1000	hdd	hd 620	win10	1.7
18490.0	lenovo	13	fhd	intel	5	8	8	512	ssd	uhd 620	win10	1.2
6790.0	lenovo	15	hd	amd	4	9	4	500	hdd	radeon r3	win10	2.1
50000.0	lenovo	15	fhd	intel	7	9	16	1000	ssd	rtx 2060	win10	2.2
9800.0	lenovo	14	hd	intel	3	6	4	500	hdd	hd 520	win10	2.1
16590.0	lenovo	14	hd	intel	5	8	4	256	ssd	uhd 620	win10	1.4
36990.0	apple	13	qhd	intel	5	8	8	256	ssd	uhd 617	macos	1.3
31900.0	apple	13	qhd	intel	5	8	8	128	ssd	uhd 617	macos	1.2
36990.0	apple	13	qhd	intel	5	8	8	256	ssd	uhd 617	macos	1.3
31990.0	apple	13	qhd	intel	5	8	8	128	ssd	uhd 617	macos	1.3
31990.0	apple	13	qhd	intel	5	8	8	128	ssd	uhd 617	macos	1.3
36990.0	apple	13	qhd	intel	5	8	8	256	ssd	uhd 617	macos	1.3
31990.0	apple	13	qhd	intel	5	8	8	128	ssd	uhd 617	macos	1.3
39990.0	apple	13	qhd	intel	5	8	8	256	ssd	iris plus 645	macos	1.4
31900.0	apple	13	qhd	intel	5	8	8	128	ssd	uhd 617	macos	1.2
34990.0	apple	13	qhd	intel	5	8	8	128	ssd	iris plus 645	macos	1.4
31900.0	apple	13	qhd	intel	5	8	8	128	ssd	uhd 617	macos	1.2
34990.0	apple	13	qhd	intel	5	8	8	128	ssd	iris plus 645	macos	1.4
52000.0	apple	13	qhd	intel	5	8	8	512	ssd	iris plus 655	macos	1.4
39990.0	apple	13	qhd	intel	5	8	8	256	ssd	iris plus 645	macos	1.4
36890.0	apple	13	qhd	intel	5	8	8	256	ssd	uhd 617	macos	1.2
36890.0	apple	13	qhd	intel	5	8	8	256	ssd	uhd 617	macos	1.2
52000.0	apple	13	qhd	intel	5	8	8	512	ssd	iris plus 655	macos	1.4
69990.0	apple	15	qhd	intel	5	8	16	512	ssd	radeon pro 560x	macos	1.8
23990.0	msi	15	fhd	intel	5	9	8	256	ssd	gtx 1650	win10	1.9
29990.0	msi	15	fhd	intel	5	9	8	512	ssd	gtx 1660 ti	win10	2.3
21490.0	msi	15	fhd	intel	5	9	8	512	ssd	gtx 1050 ti	win10	1.9
22200.0	msi	17	fhd	intel	5	9	8	256	ssd	gtx 1050 ti	win10	2.2
28490.0	msi	15	fhd	intel	5	9	8	512	ssd	gtx 1660 ti	win10	1.8
23990.0	msi	15	fhd	intel	7	9	8	512	ssd	gtx 1050 ti	win10	1.9
21990.0	msi	14	fhd	intel	5	8	8	256	ssd	uhd 620	win10	1.2
36490.0	msi	15	fhd	intel	5	9	8	512	ssd	gtx 1660 ti	win10	1.9
23490.0	msi	15	fhd	intel	5	8	8	1000	hdd	gtx 1050 ti	win10	1.9
25990.0	msi	15	fhd	intel	7	9	8	256	ssd	gtx 1650	win10	1.9
23990.0	msi	14	fhd	intel	7	10	8	512	ssd	mx250	win10	1.2
32490.0	msi	15	fhd	intel	7	9	8	512	ssd	gtx 1660 ti	win10	2.3
22990.0	msi	15	fhd	intel	5	8	8	1000	hdd	gtx 1050	win10	1.9
35990.0	msi	15	fhd	intel	7	9	8	512	ssd	gtx 1660 ti	win10	2.3
37990.0	msi	15	fhd	intel	7	9	16	512	ssd	gtx 1660 ti	win10	2.3
25490.0	msi	15	fhd	intel	7	8	8	1000	hdd	gtx 1050	win10	2.2
25990.0	msi	17	fhd	intel	7	8	8	1000	hdd	gtx 1050	win10	2.7
29990.0	msi	17	fhd	intel	7	8	8	256	ssd	gtx 1650	win10	2.2
24490.0	msi	17	fhd	intel	7	9	8	256	ssd	gtx 1050 ti	win10	2.2
26990.0	msi	17	fhd	intel	7	9	8	256	ssd	gtx 1650	win10	2.2
33999.0	msi	15	fhd	intel	7	10	16	512	ssd	gtx 1650	win10	1.6
31490.0	msi	15	fhd	intel	7	8	16	1000	hdd	gtx 1050 ti	win10	2.2
44990.0	msi	15	fhd	intel	7	8	16	256	ssd	gtx 1060	win10	1.9
46990.0	msi	15	fhd	intel	7	8	16	256	ssd	gtx 1060	win10	1.9
39990.0	msi	15	fhd	intel	7	9	16	512	ssd	rtx 2060	win10	2.3
28990.0	msi	14	fhd	intel	7	10	16	512	ssd	mx250	win10	1.3
42990.0	msi	17	fhd	intel	7	9	16	512	ssd	rtx 2060	win10	2.6
